,Tweet
896," السلام عليكم ورحمة الله وبركاته 
رقمي الذي مسجل فية توكلنا ضائعة الشريحة
افيدونا ماذا اعمل انا خارج المملكة"
897, سلام عليكم انا حجزت اداء عمره يوم الجمعه الساعه٩ الليل اقدر ادخل الحرم يوم الخميس العشاء ولا لازم بالوقت المحدد؟
898, السلام عليكم شو اللقاحات المعتمده لدخول السعوديه؟؟
899,                                 مرحباَ بك عزيزي ، ملاحظتك محل اهتمامنا وسيتم رفعها للادارة المختصة ، نتشرف بخدمتكم 
900,                                                    للاسف توقعت يصير حل من قبل المعنين وخاصة ان احن                         
901,                                                         فشلتونا عند ضيوفنا
902,                شاكر ليكم جدا 😍
903, الرجاء الرد علي الرسائل
904,                                                    للاسف الكستمر سيرفس والاهتمام بالعميب مو مثل حجم الفاعلية
905,                                     نفس المشكله ايش الحل
906,                                     هل حلت لك المشكلة
907,                        ترفعون لي كذا يلاغ من دون فايده   
908,                                                    من جذي محد رد علي للحين
909,"                   مساءك صحة  
نحن في مركز اتصال الصحة     متواجدين على مدار الساعة لخدمتك
تفضل بال                         "
910,                       
911,                             أسعد الله مساكم نتمنى أن تقبلوا اللقاحات الخارجيه بماء أنه تم تخفيف ال                         
912," سافرت للبحرين ورجعت للسعودية وابي ارجع للبحرين مرة ثانية ، حالة الاطفال حجر منزلي ؟
هل اذا سويت مسحة سلبية لهم ينفك الحجر ؟"
913,  مرحبا لدي عامله منزليه اريد ان اعمل لها توكلنا    المشكله ان التطبيق يريدني ان احدث رقم الجوال وع                         
914,             من المسؤول عن تغير الحاله في توكلنا             مو معقولة كل واحد يقطنا ع الثاني   
915, وزارة الصحة تقولي اتواصل معكم وانتم تقولون لي اتواصل معهم ورا ماتكلمون بعض وتفكوني   
